UserID,TrackID,Action,Duration
ID124329,65MgUdKOfqax4BABUs5AZs,1,154000.0
ID159265,0hEiyrHSHFJ6ElC5xGpyEB,1,308373.0
ID59909,4yCnCecAqvJm6LWvNcjlcj,1,158779.0
ID774655,3gsCAGsWr6pUm1Vy7CPPob,1,286920.0
ID337977,5OLfObog5za3O71jQgZFsB,1,215039.0
ID770415,0diSnstejl46AiNC2ISoeW,1,37531
ID478743,3fCh9DjM8GqDGsS3KIHSss,2,332006
ID668656,68TL2jafwq6hwl6ExBY6JK,1,276430.0
ID53549,4jYGAsfqGi9CHOvyslLP3P,1,232687.0
ID451734,7aLVYBUwcDsd1XBNrBj4ko,1,0
ID757185,7Iy6r0TWdhMUPfSspCGRKY,1,306173.0
ID80277,3PYi6X6VPkuVO42zP4fGEP,1,152112.0
ID668656,21TryieQX3eY96LemAyX28,1,239346.0
ID638546,6RWhxVhLfVNxvE3ubp97SN,1,457738.0
ID977791,5Aaul8Ti3efsx0X9q22rCu,1,254326.0
ID593205,7qxDU2QyH24KHW0OSGotVw,1,322266.0
ID130279,6pUyqnRJmPdC4hiejMQtGS,1,218266.0
ID106679,14sOS5L36385FJ3OL8hew4,1,211362.0
ID142944,5aLN7MVq6Q5r24aLLnGUnE,1,136900.0
ID43194,7tr6WuxHOWyWQl0W8YfBtq,1,161080
ID183185,55yvzYuvJYG2RUEnMK78tr,1,166640.0
ID94046,2oQgUlyU53bTc8pBEiI6E2,1,174546.0
ID675904,4Zl87UYUFG5OJNPhzMTk20,1,276000.0
ID495197,26Dme5GkC1yX4P2QU9V6Sk,1,1371693.0
ID178978,1GzeZBt9GXs9hAuopZGacR,1,124040
ID571629,0M4HcGtxIWVVH4rSNp6XhQ,1,202826.0
ID518196,4PBgVPXXnrBJXSUtFv5b2S,1,263404.0
ID429863,0yggnuPx7yrL3iKPNQaebe,1,247906.0
ID272759,73lYI49LhfsscO33ohrGN0,1,279360.0
ID439356,5UV9ppR8qEEq9VenQbsOct,1,445297.0
ID295552,5dIz2Q54yzcvyiXHRnvj4C,1,279692.0
ID494570,4uUrgi93phmvOXoPgaDQ7L,1,82653.0
ID474925,4K4R1TAW4ct3w10EsHWMmA,1,186173.0
ID489039,1RassIaNyHc5jjD3oRyK8t,1,237631.0
ID704766,1T0NvgD6SHsWLwPsK75en8,1,194013.0
ID273751,1RsYoEMHQmRgvhtHx9lV3O,1,159293.0
ID183185,4Vks1EVnEVZzMLpddCVx6e,1,147533.0
ID183185,0FCL3NjQXzB3Jnb89c5Jx9,1,331773.0
ID158790,1Kiidpd9HxHWIIiDKackZf,1,78249
ID747715,01cGujYWGF7JchJLSgf6Ta,1,225360.0
ID854802,4ucuVlgfdcEdP4sNnkWwp2,1,156550.0
ID616303,1fI1TMpz7FVkpoYBhmiywp,1,111734.0
ID206350,3N3PWNgtiqsdLY5PQTKw6w,1,185769.0
ID272759,6EZDbjz2X5XzgIZCtbsrXh,1,309306.0
ID164983,4SFhDHfjkdu8wol0O0u2df,1,201315.0
ID518196,13SujS16XOFJx43loXNzZe,1,281533.0
ID848846,5uuFQR6tOujYUK5LteeV0Q,1,3286
ID998112,1VNvsvEsUpuUCbHpVop1vo,1,273666.0
ID785406,2YrQ3FJSsFSDblnSQhrgAl,2,35300
ID365237,19B2VVXhsfotaMkhHLISVh,1,261893.0
ID71447,0R0EnWSJ1bqeWXDdc7Vt7x,1,141146.0
ID991324,4KGL1BRrb5kuM8PtrEBlda,1,161333.0
ID63910,6fJbsque97JgCY0Bi3w1mQ,1,221520.0
ID775653,7qJTx6D79BV0misxpST1xi,1,0
ID809741,4tYjwNdqpgvvgOt1O6li7x,1,211739.0
ID826457,2tI2DDT95lnvNhlPWZRMJ3,1,205160.0
ID80277,3gHizsJz9wunLcqn0Ygel1,1,109766.0
ID854802,6uXDMINfe9KJETjkzekznW,1,158360
ID829096,6uIv3xIpgKduBWy350T5ty,1,0
ID63910,0n4VMosDis1qIFjSZl9gdi,2,101706
ID515726,1UWGkn34CD31VQfdi4D8Zp,1,262440.0
ID159265,3B54sVLJ402zGa6Xm4YGNe,1,233901.0
ID295760,1uwjBrZMmwBwTaFBUykRYf,1,109213
ID914341,0f9Zt37k5AnTkrGIFqhkK6,1,84566
ID758914,5MDdeQAEcad1H1c1Q34efW,1,205241.0
ID852792,3IEt3EULj9lcQ6OSLNQggL,3,30009
ID858888,2Izg9QeyEMClNaUAbhdOxo,1,59605
ID456933,4DQ1VuWATAvpueRqTTqFQp,1,216880.0
ID22733,4XafCNKCV3FnQUoel6NrRK,1,273773.0
ID302412,3S9b5ink1kHrrKql3FdDI2,1,160529.0
ID616303,0NJRfzA1C4lY12TF8g9pGa,2,136539
ID917747,4H8mRRUB3uJYxsWnV84dLn,3,122455
ID704766,6CsGmt0gpkobJSVqLqBQLj,1,265266.0
ID142944,79oZZpI6Z8OODY8CRy5IT3,1,148005.0
ID729939,1xPwfA24ZWS3DvJpHLbu0q,1,238400.0
ID998112,4qoD4IJbbir3hsAu4IowiG,1,149426.0
ID829789,7pe5uLgTTJwaCkbMyJT6Qq,1,272506.0
ID351184,2T5fqWd6Lisq3NWfy5thLh,1,192000.0
ID569558,4iDTVERxWIlXYZZeq2XeVM,2,172097
ID478743,7kbvMr9iDzYP7KH6apVFSA,1,80085.0
ID52994,0nIqLUPm3eSq1mlvOcvC2Q,1,384320.0
ID474872,5nkkVqGi9YgFOwdbn4BYFM,1,0
ID675972,0bqNHEPAOBx09OxCwCoYvL,1,0
ID53691,6btegcu44HqquqArljhFxu,1,193116.0
ID80277,0AysDBFc7kzrIjOALkINEo,1,0
ID897614,6r5SFuEAArjAHQGHkqiBRn,1,186320
ID159265,5KOlMYgDf1VtRafA4LzjJ6,1,229560.0
ID980544,4Gcx0DkgBVticyPDpezwg5,1,179886.0
ID897614,3wBHF6evf55iEzyMtReJSH,1,301285.0
ID26926,5L1WpemIJPb6U4f3ylBCLe,1,215693.0
ID421887,1TrBxJdVre9fDf5nEO7v9N,1,273080.0
ID526568,1KHk7GFwXIMW2yUvTkjCKQ,1,81466.0
ID456933,3LfmrsjwWhJVS78lGR0nVR,1,140250.0
ID634574,75gWtvF9RJfVRbWD39cSuZ,1,240085.0
ID872257,6V472EZ0ymkw3zEDOqlIew,1,293306.0
ID53549,5qabhxU1LrxMEnp5EA8QAC,1,0
ID71911,2ZeTxFXTQeqXAYTJBwuPdT,1,254493.0
ID207956,4G9X7CZFiwfG2P99sIaaK2,1,110598.0
ID71447,1TYSdxFGUKUrsd7a0FJX7u,2,240599
ID400007,6DQtdUrKRUuJDNCvItFWZK,1,0
ID675972,3N3Omt7BR5p7jF1HP6vGKj,1,209002.0
ID770415,0WBoGdKqK3Hlzt65o5vQqA,1,325266.0
ID351184,5y6BXNz2jiBjZBvf8HCC05,1,168000.0
ID496909,6D7G8sLiBj2LYPnSZY1ccX,1,173826.0
ID675904,0wRaNYdWeApIlXogpoyB9S,2,255146
ID451734,4i3xoVyj8Ws3wJllgOHSTI,1,140000.0
ID704766,0lTPRKGSeeqwoVrspQ7wRW,1,199483.0
ID775653,10pXYKoJOxNAWkeGkNeNnH,1,221680.0
ID459637,4OUAXw3SXI7bUiNtKC7ErW,2,97609
ID128362,3fOQqFE7wkCaZqfROczgD6,1,304678.0
ID833285,7uI6dvHU3zdSdtkbC3BCku,1,54675.0
ID307594,68O3UXKlooWgiKjRDSm8Dx,1,171240.0
ID233121,22I3h5AOENlH4CqXJsEbFR,1,260169.0
ID241397,0ijeNNh5BfPrZb2mPIUuR2,1,60010.0
ID473150,0aoAP2serd8HsclGNuTo4k,1,371822.0
ID63910,0n4VMosDis1qIFjSZl9gdi,1,166028.0
ID725392,18Yyp3ut7I9neYEfNXkhfB,1,148800.0
ID157113,3yVSlc3y7YWZPAreTHjH9v,1,290480.0
ID754279,0jHC9DYdiVhgqwgrrQnynX,1,247480.0
ID760445,4sNbnjnqIKkT16XuUtwU88,3,81170
ID570379,4MNXKskyfqES2LAlbrrRbV,1,206688.0
ID89950,2opemWX71oebOvol9at15T,2,83075
ID785406,2YrQ3FJSsFSDblnSQhrgAl,1,0
ID306329,2WaesAINqa4dKnLVu8JQKS,1,292571.0
ID571629,6kYZXHza47jqW78T17U3G0,1,195200.0
ID950219,62pSYErgGri97X9aIyBzHm,1,0
ID52994,0zi6JoI0lSxdb9yboxWSZU,3,70598
ID654959,0AQ1twwDGVlIVpcHDkGkXD,1,185730.0
ID307594,7j56bK7gq6iV7zsD6lbP4J,1,196880.0
ID774655,4JGPglZplJsJEBRqcHiVKY,1,250049
ID791478,5LgUfywU5AIOvSKrZgOKQL,1,87866.0
ID26926,0nRomK6bgDwuunxQV9Ares,1,225160.0
ID547181,228ZhwXbX1nzXDlRHwJoDk,1,166624.0
ID43194,5OWMJcSZG0bkRJP7AI45xH,1,135240.0
ID295760,2fPb58e6f8KxejYDCaARwS,1,233266.0
ID494570,0ESIjVxnDnCDaTPo6sStHm,1,0
ID959406,11fyxMVM9AZRGNZLSbCdfA,1,1664000.0
ID365237,0e8nrvls4Qqv5Rfa2UhqmO,1,90863
ID178492,0M6TVQKZLvsk3AVEtqOWKu,3,139985
ID157113,4VJ4ICILSWTDuWlBdsyTHT,1,207493.0
ID569558,6umdup7Kf502fMuKB6oF92,2,83840
ID897614,0TgKHlvgZEfaiALjWqyidx,1,215140.0
ID732582,06ypiqmILMdVeaiErMFA91,1,0
ID770415,1r90s8G6nq0xa3pgL4ZwHX,1,280426.0
ID135966,3ZrDQ6aVf4mzhKIjYqOUQU,1,147200.0
ID130185,5K88CzTP6pJIb0tni9oQiG,1,329400.0
ID71911,5kxMnTTT1CMmE4VFxitybl,1,116956.0
ID526568,7pDUhxbAWlITdbP9JcjF5Q,2,101460
ID238086,3NM41PVVUr0ceootKAtkAj,1,72359
ID767287,3j2SaDGyzZhiifh5g5tmNw,1,205286.0
ID497639,2CtLKZmGeqKGpIZoY4afFP,1,234527.0
ID633430,35xKZq3krMkOKaoiYYRbw8,1,150706.0
ID704766,21LDwmMNxkKRHgilOFKl9H,1,0
ID727780,03r29RsAupsanSGQJwr63j,1,0
ID365237,71jFgtUBKrBuIO6jeUYu9J,1,270640.0
ID459637,34FAeDcJSzkMVaPmSKqw8u,1,250453.0
ID280289,7vkyux3X8W2ufQ47YJv5z3,1,248373.0
ID332865,4ZEhLtreMhLT7sOMEAXwc1,1,314400.0
ID330750,6tn6OAdWQY9zj6vJyqrgVj,1,154328.0
ID159265,30I7kdtPa1Nmun5I5bns7Q,3,28776
ID456933,61EWvc5vPvrj1Ir9aeVHEK,1,76402
ID530459,7F7Hah1T5n3tvvM5igvTCG,1,281616.0
ID178492,0iajFCLXYYqX2XS6q4ptsF,1,234856
ID725392,6cKlr2BOXBaqiuaHUY5Zwo,1,92269
ID654959,1jPKn9vmP5ZvXWGhOGRnGF,1,222641.0
ID729939,0KMayG55Y3QCYK2Yxq7qj7,1,316440.0
ID546872,471c3IMaDIBnpDQasfuel4,3,88849
ID328523,5EgFVmxJrYV6w3KyZGUa0x,1,170506.0
ID34807,47GAtWXlzdiyrJ50YoC12N,1,141697.0
ID159265,6WuqJLVZcyJklg7lIozAO8,1,302360.0
ID197269,2u3RwIsOM8mc8g3w5CVeR6,1,246813.0
ID865673,6AVWrvJhz6AXOG3Rw097bc,2,18369
ID675972,6d2pDrlqPH4vUN4pPvSpv5,1,0
ID431880,01zLtvxw5jE6fXhBjzvvGm,1,349260.0
ID783267,2DRIlKYPYCa1SQTG14k3h5,1,0
ID865673,0FXEr1tdiBcLsnLSG8ol2l,1,140631.0
ID197269,38o5lj4mbLK34vQkJUlMrg,2,133565
ID351184,5fKyecQMay6dMwjf9VdYkk,1,220792.0
ID616303,35ZdObfEYapJvmsBvnEJWr,1,162687.0
ID271962,1HX9Dujo4yG0PG0thLTlAb,1,0
ID535915,6qZHDW6l4Szjjh0r8gyL3O,3,61992
ID829789,0HICO25TY4i3cd12kQJFHl,2,148463
ID872257,7A1odihHBrI8n9k0Fefh2j,1,250333.0
ID59909,4S2l4FIQ2A2CRg3QvJaQtx,1,255266.0
ID817804,4rXPkKTkE0oYd9OltdFG9K,1,204760.0
ID273751,1NLgL1gttPIGPIzFWnmCyQ,1,203026.0
ID675972,7ArVzlFsFsQXNseVXmdOyk,1,8379
ID729939,6Q88Xw5D2syb9X5rZd3TLz,1,223661.0
ID155496,6Uqc4WAhVelhB3tkkjaKoM,3,14257
ID89950,6ZQwKxRPkB8G7J4kdopZun,1,179025.0
ID854802,18sMrc6WLXCCxG1i8BLpCz,1,334622.0
ID523497,7hkd3f04TLVIDLjnkaQKv1,1,217002.0
ID178978,4A7sEZMxweWEJxKJ1vnyrV,1,258546.0
ID73721,5DPVwVO4nCI7cbvHRfePPk,1,0
ID848846,2yMcIvftBKSxwDm1XNeA16,1,158693.0
ID872257,12pdXFcruNcPUbZypKUDgz,1,214360.0
ID706527,7hCliCeK5O44yfTgDR2DmK,3,173020
ID295760,3VNFbKbn4OjojpFxLzjRt1,3,46715
ID505603,0853SQNjVnNVFa2j68txPo,3,18208
ID734627,5lHWoleTZrdy4pFzGFpfiB,1,0
ID199905,1BTMXVSnuRPRhsuReHDwKc,1,234666.0
ID697917,2gOhhHSjm3iw4NFY43carm,1,256720.0
ID175618,3Et1LDzrgEUoqMM8hWByZG,1,0
ID207956,0tXQlZrIM2qHF1TpUYtZ5Z,2,21712
ID526568,7Gv6exYjL9YzfVVsbZ1tAI,1,0
ID829096,5PY9fTLp4MPXsbeRouS8gd,1,191612.0
ID128362,29gjSnpSaHYKV62A8uwQ1y,1,0
ID269273,7sC2sL3Q5cZswDQJfnlfOt,1,71475
ID106679,0MBIidXUyktEmdEhGQIec7,1,0
ID904593,2lxoIZS8tpFwbiJyrDYguI,1,200000.0
ID784377,7djOFQprGO89J8o6OTFEzf,3,148060
ID261710,7earShRWJDv4GlJQ5Uo5a2,1,288106.0
ID170998,4NRa5e5QqEbGY44EQheg8W,1,325906.0
ID178978,0Qn7RaiAnLUBhLkzw1V5UO,1,185466.0
ID494339,5jAo7WpWXANer6Cj5Beu96,2,5610
ID155496,7f2Rpazz6GxPwKKGcTK3LA,1,322533.0
ID89031,11UF6aLWbnCaWM0V7CezX9,1,178626.0
ID757185,3AVXwaOGCEL8cmBecfcsFJ,1,187703.0
ID218111,5hkzvmrSDI8yVtaHsRYMO6,1,0
ID907095,03eJ2DclFWXYU8GWgANdmZ,1,150475.0
ID858888,72jbDTw1piOOj770jWNeaG,1,221506.0
ID526568,5If7QGlDFeLgn5hHy0OZAE,1,179266.0
ID142944,1igSa6QILI1jyE970ZMYW1,1,155000.0
ID390075,4kLIAQN2z1Uh0NvpNgz6jF,1,148975
ID94046,2IdFCGg70vpQbQL0hJmM2L,1,98973.0
ID178978,3O1o7YUXyY3cHdZqSnc1ia,1,88826.0
ID234830,2PIikRr4ATY2iTlUbRJglP,1,171789.0
ID825996,7t2gGVF4Q7QnFM9dt9F0qE,1,236800.0
ID789657,6UFivO2zqqPFPoQYsEMuCc,1,260519.0
ID675904,6TWcSqCntZhH5vyc35kkob,1,258483.0
ID593205,7fY8qVujvm5lZBrt5Y1sIJ,1,149749.0
ID789275,7yIsvwkZuWuskQrbtVWfrN,1,0
ID825996,2JvK5309aRgcdgd4Ed9RJ0,1,138839.0
ID546872,7rlulUEMn27TLbdHpNPugE,1,175714.0
ID474925,0AUyNF6iFxMNQsNx2nhtrw,1,216720.0
ID622177,5oml4xfczWBiTpaDff4MjG,1,277586.0
ID451734,7eiuL8b6TSjkhNEk544GLZ,1,215390.0
ID421887,0dCr81Sdt7dfWVK3LT7Vbx,1,141932.0
ID470832,08lAgEV30UIQ8uXQaUvfRP,1,309454.0
ID829789,0qfLPsET328ykxctRCU5JB,1,233464.0
ID716179,2bIllkzKKCotWs0AuCsIoh,1,189800.0
ID840833,4TrdLP6lrldLKcNw3H9qPl,1,371612.0
ID809741,11UF6aLWbnCaWM0V7CezX9,1,178626.0
ID261710,27hFQQS3cVUmIK3ser5bpu,1,266078.0
ID63910,6nOf8jSSBzVVXXLz03dsrL,3,104900
ID792935,3jRfe3xs8dbKLpkxqiQIBU,1,44215.0
ID390075,5m5MfbKRYr51hWN2bfpacp,2,4470
ID159265,3QqHt507QJZCzluEYsnv4u,1,186805.0
ID767577,1aLORiDmkCcMF0Q5gtTSGH,1,669826.0
ID495197,6VaZ84jVkpCXUf5IFXcW2K,1,204666.0
ID555448,6AQl2w7IHk6jOYgSZcXj8z,1,183400.0
ID910199,1e4edu3XlEjDzxs8phKlQk,1,64319.0
ID89950,2opemWX71oebOvol9at15T,1,38297
ID817804,1Vy9tMEXzXNR6gdtzUPsWh,2,136853
ID829789,0e667Y3Yg5mV2Q63S7VBvE,1,185388.0
ID159265,1QwjuAaB64MjAKvZgshrcv,1,243360.0
ID242194,03uztFv42YM1uKEx6wwJcq,1,228240.0
ID784667,4zIsKIfF2dXn0EmVUmjdpW,1,233871.0
ID523497,2tQ7as9MwTqtLzsl4eudGY,1,518977.0
ID817804,1YQTy9GUI6vCErxKDNFMBR,1,450857.0
ID295552,5wNmVaDGNEJB5Pj1oKF18l,1,348000.0
ID446632,1o2suklKb6UYQxZnOO3zlz,1,120000.0
ID494570,4I2YBItd5io6ljzNTgvAcG,1,183529.0
ID669340,46OkOaarmTsAQQFfZSsruW,1,219560.0
ID917747,4sQnoBC9CQ97SiE6qACyg1,1,221419.0
ID467889,52Wm8n27Kst28Zg6yydQ12,1,0
ID132397,1cgy2FSOQMbq7DHCVgMAUA,1,177156.0
ID261710,0YG19EaGbGtN7m8xVzgEGv,3,134632
ID238086,3pHpV3pa96s4vuBP7sQq0V,1,284496.0
ID244723,3x63A5hq4vldKE8hWIi1tE,1,0
ID547181,2EtDBM1HREttw143IwZvJ0,1,198640.0
ID195194,7isZP3eaEaCHy40221YMfp,1,77598
ID468680,2DKMMyIlBtAFhPYJ66YDRQ,1,165365.0
ID908923,3PtC4c1n7cjneGg8QrWIoo,2,174148
ID737617,1FuZ8H0Ts3799ZNVN5ZcSZ,1,0
ID302412,0an42ZDRxMJXkBh49eNvQt,3,6016
ID468680,0LLAn8CfkDPvzcGpXiqGqh,1,457746.0
ID122119,5Ep7rAVfP6zlpqmEO4RvR0,1,316106.0
ID825996,3SWwVRvG5SBAtm9fVsT9zB,1,249093.0
ID395771,1gP3o6z0DgtdcOzffesabd,1,163500.0
ID567007,1nEyUPeVFCAjIywCDz2LAP,1,181493.0
ID468680,7hzlzoOwCZ4D3Ow5YZK4kj,1,179745.0
ID218111,0vTEksNDRuJxDMLOOgn0fA,1,253896.0
ID158790,4qjubkKcE77TKrK8SRswPy,1,246813.0
ID934163,1lIb7Ze8PHhWwdXDtPF00j,1,178604.0
ID213037,4JkmGj1wWn6TjZqXGwRkaZ,1,88480.0
ID706527,4gS4KNWCPUdNWWkn69B52Q,1,0
ID386628,70wYA8oYHoMzhRRkARoMhU,1,220426.0
ID776927,5cgKosPPj5Cs9a2JQufUc1,1,228982.0
ID295760,3ttSE0JGWH5919vcrX7bF8,1,50343
ID159265,00k6JaeZZxi2OgRReZUn3P,1,310444.0
ID89031,2iVQMhKnFZqomOhcGv340f,1,214874.0
ID43194,7IZ7SwZfnXMKKwMIGdE6o8,1,170101.0
ID244723,7ikfySOHs4eIwI4qcwWJPs,1,286037.0
ID494570,1dVn0YP06AMySJXG6hdC55,1,227000.0
ID934163,7oG7itkvcnZu2zzGPpv8Ax,1,286588.0
ID391991,386Ep5fVn5BYaBrlty2moa,1,51246.0
ID429863,1O3WfEwaSpsgZ6tw8jNT8I,2,228110
ID381824,7HUlOKnGX8VZjwSCdd6N7X,1,201893.0
ID758914,2X28xPiVe5ffUuRISeDdty,1,0
ID570379,3sOGVdj5VPY6C2XImtlzj7,1,181283.0
ID570379,5Ux4iEf1cfobC7ezcBKg2l,1,76554.0
ID545894,5vyRNIsjHH6pZu1dKBddOO,1,241880.0
ID816052,59eGOi9E4dV8OE3twHmvFb,1,158746.0
ID431880,3Oj3qgVvYddVbPrNBDEWO3,2,18291
ID323366,30CenAPBR2VmH91r4Um32b,1,235346.0
ID607031,5uraJqtCBvLpwt3VeomZdq,1,341413.0
ID429863,5KjS3Txot9cx525aPJXjaP,1,206092.0
ID588185,2PEo8JQ48mfEv8a2HLqDvt,1,164045.0
ID286513,5IKLwqBQG6KU6MP2zP80Nu,1,216733.0
ID673792,6dxbdD5E6SILwAfBk5NTC2,1,383573.0
ID833285,3nICeg4Ccr19i21H5C9Dp6,1,184386.0
ID675972,49Zh9bgUz7SQ00D3vQuBU4,1,319893.0
ID879978,4xwNwlW5a74daZajlHGHUr,1,226329.0
ID984758,0gn93i7HJt0calph67R5Wu,1,94862
ID495197,2xuaIdm0HsPaZPxQoNeplK,1,181672.0
ID734627,4PyUGm8JuecEg9bOhk2AAX,1,314420.0
ID549759,1Ygg8lP3sRwkN9aEyBQgC6,3,87917
ID152496,1XcqcFqbGS27KDskh8UJ1T,1,138800.0
ID770415,74uG8w3oxSxqhv0xBMXbPl,1,212812
ID516771,72GCJhZVwFG3cHIO7BF1Pq,1,217339.0
ID302412,6OfmhEOHcKhOUlh3vNE2zh,1,218666.0
ID691836,7hiNlgvOZ2Lj8DN3R2NcMx,1,180645.0
ID295760,0uubTSWb1mBcwxJ28pkLEJ,1,280600.0
ID332865,6kCMI0NPb6EXKcWZVZm8Kh,1,239160.0
ID862390,4FYbo4yQzu3hGkj2Ix4ucW,1,221465.0
ID388439,3YmXbD4Tet9ctaCijuVJnC,1,251200.0
ID295552,6e5GvWg3K0qdhx3y9Si2mn,1,213000.0
ID63910,5gPmpgnbsl3d6u9s8bIMcb,1,232330.0
ID71911,4Ci5HjUWFvZ5aSP9m9WUxu,1,0
ID852792,5xLS6LJOlPm7m0AMTctkYD,1,0
ID89950,6s8k0dbZ7TfnLA8J6fJ6FL,1,0
ID271962,11pKcve3cCidkI6pXwB8O7,1,254641.0
ID530459,4mn2kNTqiGLwaUR8JdhJ1l,1,269906.0
ID94046,0wrMoxm6XmCME98neLMkVN,1,199752.0
ID159265,0T7DQlfcadEUEjxoHeQQaL,1,244866.0
ID351672,4sNiMTu47WkUgW87qeUlWF,1,220382.0
ID451734,3TgSPndcuzyZfqXnZno3Wt,1,95306.0
ID784377,1Wdj4wRDYS7aT4CoPS0mAH,1,180086.0
ID313877,03ehYCO0GKI33FeOLNh75B,1,555387.0
ID265144,3vEx3syxx9AdodiBPiBY5j,1,263924.0
ID206350,2ll71nYac90SKJbb9h0zGB,1,274946.0
ID533169,2wKnd1pYGtZlBaZvpLwIDn,1,0
ID234830,0mhebwH7WAB2RQc6wW70zn,1,320624.0
ID716179,5JVe7nJ0MqVBiKAkjE9UXW,1,292066.0
ID858033,0qvzXomUDJVaUboy2wMfiS,1,232852.0
ID768309,5IT7XxS3ioreEHQ2QYvMvI,1,210685
ID495197,6WNI9ZetcgXFiISYuJAy6O,1,349565.0
ID94046,7xtdHKc3EtCdWBibOxhSl6,1,149773.0
ID127817,5Bb7YCLmeCNOeKYKOF3tou,1,72380.0
ID860479,3daEUkNk9pG9ziqwB2c1k5,1,91826.0
ID757185,74ke9u10rIeCwTU0KOT6C5,1,207333.0
ID817804,3cjwGE0pmQzDxmBhsRojPn,2,48789
ID616303,7LPV0bG913iKCgtYxom9UP,1,155253.0
ID593205,0ohRAI2OS61ulh4cJs4i2e,1,177249.0
ID128362,7j3QVBjUqWBwxzOZ6Chybp,1,266200.0
ID22733,67AUQswwoIM2Opd0bhBEcc,3,30178
ID71911,13lZDbwonGhOflQLQIfdtZ,1,140178.0
ID535915,45rZ0CtRR470rAOFiWJNeM,1,191308.0
ID616303,4s3G9Ifc1dp8xEksZxNe8P,1,0
ID998112,7ApScLqJl4tSg9oJTv4KOp,1,336946.0
ID644594,6pC8O5jF0ckyJNAwa1kA3f,1,192400.0
ID183185,1l06BAA8vssAu35vqKlzcl,1,151111.0
ID199905,0j1lzFyh427bXhDHLeth6q,2,198607
ID474872,1bH5saVHEnEdNyFydlkCC3,1,248210.0
ID93601,2rizacJSyD9S1IQUxUxnsK,3,125638
ID213037,7ycK2uijskzxp4cGpGNoCi,1,0
ID590878,34dx8DACTJsc3rsJdaEIQw,1,232146.0
ID124329,2NA665k1qMI6N8Lfbsg7qg,1,127733.0
ID287437,50J5Hmj1Th0qxqK8MUEgle,1,0
ID758914,6BnfbWeDEOqQa8ct8OGyp2,1,82746.0
ID22733,4vRUf6njpOVMCIjlDhw74q,1,0
